Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_90s,stats_Gls,stats_Gls2,stats_Ast,stats_Ast2,stats_G+A,stats_G+A2,stats_G-PK,stats_G-PK2,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_G+A-PK,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Age,passing_Born,passing_90s,passing_TotDist,passing_PrgDist,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_GCA,gca_GCA90,defense_Age,defense_Born,defense_90s,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Agustín Urzi,ar ARG,MF,Banfield,Primera Division Argentina,22,2000,1,1,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,22,2000,0.7,-0.49808168509715733,-0.4993339112730634,0.0,0.0,1.34,0.0,0.0,0.0,13.6,0,0,22,2000,0.7,131.0,76.0,0,-0.1,3.0,1.0,2.0,2.0,22,2000,0.7,-0.3774252060734497,-0.3673711374663293,-0.31285963976771886,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,22,2000,0.7,7.0,9.4,0.0,0.0,22,2000,0.7,1.0,-0.19866567145147818,-0.3797453593702314,1.046195368361922,2.0,50.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,22,2000,0.7,26.0,-0.21375727072776146,3.0,-0.3502402877972135,-0.20194549840170417,1.0,26.0,4.0,2.0,50.0,1.0,25.0,23.0,189.0,57.0,3.0,0.0,6.0,3.0,18.0,22,2000,1,67,2.8,0.7,1,67,0,0,0,0,1.0,0,0,0,0.0,22,2000,0.7,0,0,0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0
Bruno Valdez,py PAR,DF,Boca Juniors,Primera Division Argentina,30,1992,18,16,14.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,0,0.0,30,1992,14.8,-0.49808168509715733,0.023217289053160544,2.0,22.2,0.61,0.14,0.0,0.0,8.8,0,0,30,1992,14.8,14649.0,5169.0,0,-0.2,2.0,23.0,0.0,0.0,30,1992,14.8,3.1704767267733476,3.3950245437238595,1.0233579397001447,43.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,797.0,1.0,7.0,30,1992,14.8,5.0,0.34,0.0,0.0,30,1992,14.8,14.0,1.4152782127609622,1.4823213793055077,0.35728512696686054,17.0,70.6,5.0,21.0,11.0,10.0,24.0,46.0,52.0,0.0,30,1992,14.8,1076.0,1.4238214902245026,503.0,2.975649612718592,-0.037409049673991855,20.0,1076.0,8.0,5.0,62.5,3.0,37.5,611.0,2884.0,1777.0,3.0,1.0,11.0,1.0,675.0,30,1992,18,74,54.8,14.8,16,82,13,2,13,2,1.56,17,14,3,0.2,30,1992,14.8,5,0,0,19.0,7.0,0.0,1.0,24.0,14.0,0.0,1.0,0
Sebastián Valdez,ar ARG,DF,Cen. Córdoba–SdE,Primera Division Argentina,27,1995,2,1,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,27,1995,0.7,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,1995,0.7,700.0,193.0,0,0.0,0.0,3.0,0.0,0.0,27,1995,0.7,-0.2605897966492961,-0.24401390201747067,-0.2651375833581523,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,27,1995,0.7,1.0,1.36,0.0,0.0,27,1995,0.7,1.0,-0.19866567145147818,-0.1935386855026575,-0.3316251144282009,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,27,1995,0.7,49.0,-0.19801132110322045,17.0,-0.21474106962805106,-0.36648194712941645,0.0,49.0,1.0,0.0,0.0,1.0,100.0,33.0,184.0,104.0,0.0,0.0,0.0,1.0,31.0,27,1995,2,33,2.7,0.7,1,45,0,1,21,16,0.0,0,1,-1,-1.36,27,1995,0.7,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Gonzalo Valdivia,ar ARG,"MF,DF",Platense,Primera Division Argentina,21,2001,7,2,2.5,1,0.39,0,0.0,1,0.39,1,0.39,0,0,1,0,0.39,21,2001,2.5,-0.0947228025091405,-0.4993339112730634,1.0,100.0,0.39,0.39,1.0,1.0,5.8,0,0,21,2001,2.5,562.0,267.0,0,0.0,0.0,3.0,0.0,0.0,21,2001,2.5,-0.2294336874695218,-0.24401390201747067,-0.07424935771988608,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,21,2001,2.5,1.0,0.39,1.0,0.39,21,2001,2.5,2.0,-0.19866567145147818,-0.1935386855026575,-0.3316251144282009,7.0,14.3,6.0,1.0,0.0,1.0,3.0,5.0,10.0,0.0,21,2001,2.5,82.0,-0.11928157298051545,17.0,-0.23937729111335332,0.08011698513151694,7.0,82.0,5.0,2.0,40.0,2.0,40.0,40.0,215.0,79.0,1.0,3.0,8.0,5.0,39.0,21,2001,7,33,9.4,2.5,2,67,0,5,19,4,1.43,3,4,-1,-0.39,21,2001,2.5,1,0,0,2.0,2.0,0.0,6.0,3.0,2.0,0.0,0.0,0
Nicolás Valentini,ar ARG,DF,Boca Juniors,Primera Division Argentina,21,2001,15,11,11.2,1,0.09,0,0.0,1,0.09,1,0.09,0,0,4,1,0.09,21,2001,11.2,-0.0947228025091405,-0.10742051102839545,4.0,57.1,0.63,0.36,0.14,0.25,13.4,0,0,21,2001,11.2,10594.0,4519.0,0,0.0,0.0,29.0,0.0,0.0,21,2001,11.2,2.2552660196174776,2.43460035344346,0.5938594320140457,28.0,0.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,557.0,2.0,11.0,21,2001,11.2,0.0,0.0,0.0,0.0,21,2001,11.2,11.0,0.9310950474972302,1.10990803157036,-0.3316251144282009,16.0,75.0,4.0,8.0,5.0,3.0,9.0,25.0,53.0,0.0,21,2001,11.2,796.0,0.8884592029901086,368.0,2.1072228053616873,-0.10792467055729713,8.0,796.0,7.0,3.0,42.9,3.0,42.9,462.0,2462.0,1763.0,5.0,0.0,3.0,1.0,528.0,21,2001,15,67,41.4,11.2,11,84,7,4,19,9,1.6,11,8,3,0.27,21,2001,11.2,4,1,0,13.0,8.0,0.0,4.0,9.0,11.0,0.0,0.0,0
Javier Vallejo,ar ARG,"MF,FW",Independiente,Primera Division Argentina,19,2004,20,13,12.7,1,0.08,0,0.0,1,0.08,1,0.08,0,0,4,1,0.08,19,2004,12.7,-0.0947228025091405,1.3295952898687204,9.0,31.0,2.28,0.71,0.03,0.11,19.4,0,0,19,2004,12.7,2828.0,726.0,0,-0.7,10.0,11.0,1.0,1.0,19,2004,12.7,0.7052495879237068,0.707599057159439,0.4745542909901293,11.0,0.0,2.0,63.0,0.0,22.0,9.0,8.0,0.0,177.0,1.0,13.0,19,2004,12.7,28.0,2.2,1.0,0.08,19,2004,12.7,8.0,0.44691188223349804,1.10990803157036,1.7351056097569835,21.0,47.6,11.0,16.0,1.0,15.0,4.0,20.0,10.0,0.0,19,2004,12.7,458.0,-0.05629777448235145,49.0,0.6598447931001793,2.5599163195277526,52.0,458.0,59.0,23.0,39.0,27.0,45.8,279.0,1844.0,721.0,23.0,14.0,31.0,21.0,282.0,19,2004,20,57,47.1,12.7,13,74,2,7,27,5,1.05,10,15,-5,-0.39,19,2004,12.7,4,1,1,24.0,35.0,3.0,63.0,4.0,8.0,0.0,1.0,0
Diego Valoyes,co COL,FW,Talleres,Primera Division Argentina,26,1996,23,16,17.9,4,0.22,6,0.34,10,0.56,3,0.17,1,1,3,0,0.5,26,1996,17.9,1.11535384525491,2.5053354906027243,13.0,27.7,2.63,0.73,0.06,0.23,17.6,1,1,26,1996,17.9,5105.0,1573.0,6,-0.8,28.0,27.0,22.0,0.0,26,1996,17.9,1.5464645357776126,1.7429187118195029,-0.026527301310319523,0.0,5.0,4.0,31.0,11.0,1.0,0.0,1.0,0.0,342.0,3.0,27.0,26,1996,17.9,59.0,3.3,12.0,0.67,26,1996,17.9,24.0,1.7380669896034504,2.9719747702460992,1.046195368361922,28.0,35.7,18.0,29.0,5.0,24.0,10.0,43.0,23.0,0.0,26,1996,17.9,822.0,0.24287526838392756,105.0,1.688407040111549,4.311054238129834,96.0,821.0,118.0,55.0,46.6,55.0,46.6,512.0,3523.0,1755.0,37.0,21.0,67.0,25.0,571.0,26,1996,23,70,66.2,17.9,16,86,12,7,34,2,2.0,30,16,14,0.78,26,1996,17.9,3,0,0,32.0,27.0,2.0,31.0,10.0,24.0,0.0,0.0,0
Claudio Valverde,ar ARG,MF,Godoy Cruz,Primera Division Argentina,20,2002,3,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,20,2002,1.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2002,1.0,431.0,113.0,0,0.0,2.0,3.0,0.0,0.0,20,2002,1.0,-0.27227333759171146,-0.24841951756921563,-0.31285963976771886,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,20,2002,1.0,3.0,2.93,0.0,0.0,20,2002,1.0,1.0,-0.19866567145147818,-0.1935386855026575,0.35728512696686054,6.0,50.0,3.0,4.0,0.0,4.0,1.0,4.0,3.0,0.0,20,2002,1.0,53.0,-0.18226537147867947,11.0,-0.25785445722733,-0.16668768796005154,4.0,53.0,1.0,0.0,0.0,1.0,100.0,25.0,98.0,30.0,2.0,1.0,3.0,1.0,31.0,20,2002,3,31,3.8,1.0,1,71,0,2,11,10,1.33,0,2,-2,-1.96,20,2002,1.0,1,0,0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0
Leonel Vangioni,ar ARG,DF,Newell's OB,Primera Division Argentina,35,1987,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,0.0,35,1987,1.0,-0.49808168509715733,-0.4340150112322854,0.0,0.0,2.02,0.0,0.0,0.0,16.2,0,0,35,1987,1.0,689.0,355.0,0,-0.2,2.0,8.0,3.0,3.0,35,1987,1.0,-0.21775014652710645,-0.21758020870700095,-0.14583244233423592,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,35,1987,1.0,6.0,6.07,1.0,1.01,35,1987,1.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,35,1987,1.0,64.0,-0.21375727072776146,6.0,-0.23937729111335332,-0.002151239232339217,2.0,64.0,3.0,2.0,66.7,1.0,33.3,38.0,192.0,106.0,3.0,0.0,4.0,1.0,44.0,35,1987,1,89,3.7,1.0,1,89,0,0,0,14,1.0,1,1,0,0.0,35,1987,1.0,0,1,0,3.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0
Alan Varela,ar ARG,MF,Boca Juniors,Primera Division Argentina,21,2001,24,20,19.0,0,0.0,1,0.05,1,0.05,0,0.0,0,0,10,0,0.05,21,2001,19.0,-0.49808168509715733,0.21917398917549452,1.0,8.3,0.63,0.05,0.0,0.0,28.3,0,0,21,2001,19.0,17769.0,4990.0,1,0.4,13.0,68.0,6.0,1.0,21,2001,19.0,4.070109379339329,4.4655891227978834,0.7131645730379621,42.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,1022.0,2.0,18.0,21,2001,19.0,34.0,1.79,2.0,0.11,21,2001,19.0,21.0,2.7064333201309148,4.834041508921839,-0.3316251144282009,48.0,47.9,25.0,34.0,13.0,21.0,28.0,75.0,21.0,0.0,21,2001,19.0,1342.0,0.6680159082465346,356.0,5.131318992682541,0.7735205904840188,1.0,1342.0,22.0,16.0,72.7,5.0,22.7,719.0,3215.0,1523.0,9.0,0.0,18.0,16.0,895.0,21,2001,24,71,70.3,19.0,20,81,10,4,24,1,1.58,21,14,7,0.37,21,2001,19.0,10,0,0,26.0,14.0,0.0,4.0,28.0,21.0,0.0,0.0,0
Lautaro Vargas,ar ARG,DF,Defensa y Just,Primera Division Argentina,17,2005,1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,17,2005,0.1,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,2005,0.1,180.0,95.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,0.1,-0.36574166513103434,-0.38499359967330915,-0.14583244233423592,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,17,2005,0.1,0.0,0.0,0.0,0.0,17,2005,0.1,1.0,-0.19866567145147818,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17,2005,0.1,19.0,-0.21375727072776146,7.0,-0.3687174539111902,-0.3077189297266621,0.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,30.0,1.0,0.0,1.0,0.0,9.0,17,2005,1,12,0.5,0.1,0,0,0,1,12,0,0.0,0,1,-1,-7.5,17,2005,0.1,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Diego Vásquez,ar ARG,"MF,FW",Cen. Córdoba–SdE,Primera Division Argentina,22,2000,8,0,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,22,2000,1.2,-0.49808168509715733,-0.17273941106917343,0.0,0.0,4.82,0.0,0.0,0.0,22.2,0,0,22,2000,1.2,871.0,227.0,0,-0.2,2.0,5.0,1.0,0.0,22,2000,1.2,-0.14375438722514253,-0.10743981991337714,-0.2889986115629356,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,22,2000,1.2,6.0,4.74,0.0,0.0,22,2000,1.2,5.0,0.6083062706547421,-0.3797453593702314,-0.3316251144282009,3.0,33.3,2.0,1.0,0.0,1.0,1.0,7.0,2.0,0.0,22,2000,1.2,102.0,-0.18226537147867947,18.0,-0.12235523905816757,0.06836438165096606,4.0,102.0,8.0,4.0,50.0,2.0,25.0,60.0,459.0,149.0,1.0,1.0,4.0,3.0,66.0,22,2000,8,14,4.6,1.2,0,0,0,8,14,6,1.0,1,1,0,0.0,22,2000,1.2,0,0,0,2.0,2.0,0.0,4.0,1.0,5.0,0.0,0.0,0
Ignacio Vázquez,ar ARG,DF,Platense,Primera Division Argentina,25,1997,22,17,17.9,0,0.0,1,0.06,1,0.06,0,0.0,0,0,3,0,0.06,25,1997,17.9,-0.49808168509715733,-0.04210161098761745,2.0,25.0,0.45,0.11,0.0,0.0,13.9,0,0,25,1997,17.9,10947.0,4661.0,1,0.9,4.0,26.0,3.0,0.0,25,1997,17.9,2.449991701991067,2.646069899927218,0.6654425166283955,34.0,1.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,505.0,1.0,7.0,25,1997,17.9,13.0,0.73,1.0,0.06,25,1997,17.9,26.0,2.3836445432884266,3.903008139583969,-0.3316251144282009,43.0,67.4,14.0,20.0,9.0,11.0,37.0,77.0,73.0,0.0,25,1997,17.9,942.0,1.4395674398490437,455.0,2.4028574631853146,0.11537479557316958,20.0,942.0,8.0,5.0,62.5,2.0,25.0,371.0,1972.0,1369.0,4.0,0.0,12.0,5.0,383.0,25,1997,22,73,66.2,17.9,17,89,16,5,19,5,1.23,13,15,-2,-0.11,25,1997,17.9,3,0,0,14.0,17.0,0.0,4.0,37.0,26.0,0.0,1.0,0
Luis Vázquez,ar ARG,FW,Boca Juniors,Primera Division Argentina,22,2001,13,4,4.8,1,0.21,2,0.41,3,0.62,1,0.21,0,0,0,0,0.62,22,2001,4.8,-0.0947228025091405,0.023217289053160544,5.0,55.6,1.86,1.03,0.11,0.2,13.4,0,0,22,2001,4.8,833.0,120.0,2,0.7,3.0,1.0,2.0,1.0,22,2001,4.8,-0.0074464095636300074,0.007106184431991616,-0.09811038592466935,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,71.0,1.0,8.0,22,2001,4.8,7.0,1.44,2.0,0.41,22,2001,4.8,4.0,-0.19866567145147818,0.36508133610006427,-0.3316251144282009,6.0,16.7,5.0,2.0,1.0,1.0,0.0,5.0,3.0,0.0,22,2001,4.8,169.0,-0.15077347222959744,9.0,0.12400697579485508,0.5032107104313486,19.0,169.0,14.0,6.0,42.9,7.0,50.0,92.0,433.0,212.0,9.0,4.0,20.0,10.0,115.0,22,2001,13,33,17.9,4.8,4,71,0,9,17,7,1.69,8,4,4,0.83,22,2001,4.8,0,0,0,7.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,0
Franco Vega,ar ARG,"MF,FW",Arsenal,Primera Division Argentina,21,2001,11,3,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,21,2001,4.2,-0.49808168509715733,-0.23805831110995143,1.0,20.0,1.2,0.24,0.0,0.0,24.1,0,0,21,2001,4.2,3199.0,1044.0,0,-0.8,2.0,34.0,3.0,1.0,21,2001,4.2,0.3858994688310204,0.47410143291695656,-0.21741552694858574,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,165.0,1.0,5.0,21,2001,4.2,11.0,2.64,2.0,0.48,21,2001,4.2,4.0,0.12412310539100994,0.36508133610006427,1.046195368361922,13.0,53.8,6.0,6.0,1.0,5.0,1.0,10.0,0.0,0.0,21,2001,4.2,255.0,-0.18226537147867947,34.0,0.5920951840155981,0.3739320721452889,2.0,255.0,17.0,11.0,64.7,3.0,17.6,157.0,1059.0,549.0,5.0,0.0,10.0,5.0,188.0,21,2001,11,34,15.4,4.2,3,57,0,8,26,10,0.73,4,4,0,0.0,21,2001,4.2,0,0,0,8.0,15.0,0.0,4.0,1.0,4.0,0.0,0.0,0
Pablo Vegetti,ar ARG,FW,Belgrano,Primera Division Argentina,34,1988,27,27,26.5,13,0.49,1,0.04,14,0.53,11,0.42,2,2,4,0,0.45,34,1988,26.5,4.745583788547061,5.118091492233844,29.0,33.3,3.29,1.1,0.13,0.38,14.6,2,2,34,1988,26.5,4417.0,679.0,1,-1.1,16.0,27.0,8.0,3.0,34,1988,26.5,1.5308864811877254,1.632778323025879,0.5461373756044792,0.0,1.0,6.0,29.0,1.0,0.0,0.0,0.0,0.0,296.0,0.0,31.0,34,1988,26.5,43.0,1.63,5.0,0.19,34,1988,26.5,5.0,-0.03727128303023411,0.5512880099676382,0.35728512696686054,22.0,18.2,18.0,15.0,3.0,12.0,1.0,9.0,30.0,0.0,34,1988,26.5,791.0,0.3058590668820916,57.0,1.6391345971409443,4.428580272935343,117.0,789.0,27.0,9.0,33.3,15.0,55.6,393.0,1806.0,496.0,19.0,8.0,67.0,26.0,621.0,34,1988,27,88,98.0,26.5,27,88,21,0,0,0,1.33,20,26,-6,-0.23,34,1988,26.5,4,0,0,35.0,53.0,19.0,29.0,1.0,5.0,1.0,0.0,0
Gustavo Velásquez,py PAR,DF,Newell's OB,Primera Division Argentina,31,1991,20,18,17.6,3,0.17,0,0.0,3,0.17,3,0.17,0,0,1,0,0.17,31,1991,17.6,0.7119949626668931,0.41513068929782854,9.0,60.0,0.85,0.51,0.2,0.33,10.7,0,0,31,1991,17.6,16511.0,5475.0,0,-0.5,3.0,57.0,0.0,0.0,31,1991,17.6,3.704025096476982,4.060272492037347,0.6654425166283955,33.0,1.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,883.0,2.0,13.0,31,1991,17.6,13.0,0.74,0.0,0.0,31,1991,17.6,19.0,3.029222096973403,0.7374946838352121,-0.3316251144282009,27.0,63.0,10.0,10.0,6.0,4.0,33.0,60.0,81.0,0.0,31,1991,17.6,1268.0,1.1718862962318466,606.0,3.4622149870533123,0.13888000253427132,23.0,1268.0,14.0,7.0,50.0,4.0,28.6,787.0,4663.0,2967.0,5.0,0.0,18.0,7.0,804.0,31,1991,20,79,65.3,17.6,18,86,14,2,20,5,1.3,17,16,1,0.06,31,1991,17.6,1,0,0,10.0,26.0,0.0,0.0,33.0,19.0,0.0,0.0,0
Alejo Véliz,ar ARG,FW,Rosario Central,Primera Division Argentina,19,2003,23,22,19.8,11,0.56,0,0.0,11,0.56,10,0.51,1,1,1,0,0.51,19,2003,19.8,3.9388660233710273,3.354481191132838,27.0,45.0,3.03,1.36,0.17,0.37,13.5,1,1,19,2003,19.8,2370.0,401.0,0,-0.6,12.0,13.0,2.0,0.0,19,2003,19.8,0.7987179154630297,0.7869001370908483,0.617720460218829,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,203.0,1.0,9.0,19,2003,19.8,40.0,2.02,1.0,0.05,19,2003,19.8,3.0,-0.19866567145147818,-0.007332011635083573,1.046195368361922,6.0,33.3,4.0,12.0,3.0,9.0,2.0,7.0,36.0,0.0,19,2003,19.8,566.0,0.36884286538025557,52.0,1.1710463889202014,2.700947561294363,80.0,565.0,20.0,4.0,20.0,12.0,60.0,270.0,928.0,284.0,15.0,3.0,68.0,21.0,414.0,19,2003,23,77,73.3,19.8,22,80,7,1,29,0,1.52,26,17,9,0.45,19,2003,19.8,1,0,0,24.0,56.0,9.0,3.0,2.0,3.0,1.0,0.0,0
Valentino Venetucci,0,MF,Unión,Primera Division Argentina,0,0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.4241593698431111,-0.42023852408726875,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0.0,4.0,-0.19801132110322045,1.0,-0.39335367539649246,-0.36648194712941645,1.0,4.0,1.0,0.0,0.0,1.0,100.0,3.0,30.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,1,3,0.1,0.0,0,0,0,1,3,5,3.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Federico Vera,ar ARG,DF,Unión,Primera Division Argentina,24,1998,24,24,21.0,0,0.0,2,0.1,2,0.1,0,0.0,0,0,8,0,0.1,24,1998,21.0,-0.49808168509715733,0.2844928892162725,2.0,15.4,0.62,0.1,0.0,0.0,19.2,0,0,24,1998,21.0,8562.0,3938.0,2,1.0,9.0,41.0,12.0,6.0,24,1998,21.0,2.773236334731225,2.337676811305071,4.2684577755506705,5.0,1.0,4.0,64.0,186.0,1.0,0.0,1.0,0.0,508.0,3.0,55.0,24,1998,21.0,37.0,1.77,3.0,0.14,24,1998,21.0,36.0,3.836194039079623,2.9719747702460992,3.801836333942168,52.0,61.5,20.0,31.0,10.0,21.0,23.0,73.0,41.0,0.0,24,1998,21.0,1082.0,0.6050321097483705,336.0,2.501402349126524,3.018267855269237,26.0,1082.0,70.0,33.0,47.1,28.0,40.0,488.0,3216.0,1697.0,32.0,7.0,35.0,20.0,505.0,24,1998,24,79,77.7,21.0,24,79,9,0,0,2,1.13,12,16,-4,-0.19,24,1998,21.0,8,0,0,46.0,37.0,1.0,64.0,23.0,36.0,0.0,1.0,0
Matías Vera,ar ARG,MF,Arg Juniors,Primera Division Argentina,27,1995,9,7,5.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,27,1995,5.8,-0.49808168509715733,-0.4993339112730634,0.0,0.0,0.17,0.0,0.0,0.0,26.8,0,0,27,1995,5.8,5205.0,1446.0,0,0.0,0.0,23.0,4.0,0.0,27,1995,5.8,0.8688191611175219,1.0027752991263508,-0.12197141412945263,6.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,292.0,1.0,4.0,27,1995,5.8,7.0,1.22,0.0,0.0,27,1995,5.8,12.0,0.12412310539100994,1.2961147054379338,0.35728512696686054,13.0,53.8,6.0,10.0,2.0,8.0,4.0,17.0,9.0,1.0,27,1995,5.8,392.0,0.03817792326489456,95.0,1.1402511120635734,0.1623852094953731,0.0,392.0,5.0,2.0,40.0,2.0,40.0,225.0,783.0,344.0,1.0,0.0,9.0,4.0,250.0,27,1995,9,58,21.4,5.8,7,68,1,2,21,11,1.22,6,9,-3,-0.52,27,1995,5.8,2,0,0,10.0,6.0,0.0,1.0,4.0,12.0,0.0,0.0,0
Santino Vera,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,16,2006,3,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,16,2006,0.5,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,2006,0.5,595.0,159.0,0,0.0,0.0,2.0,0.0,0.0,16,2006,0.5,-0.2605897966492961,-0.2396082864657257,-0.2889986115629356,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,16,2006,0.5,0.0,0.0,0.0,0.0,16,2006,0.5,3.0,-0.19866567145147818,-0.1935386855026575,0.35728512696686054,3.0,66.7,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,16,2006,0.5,47.0,-0.21375727072776146,11.0,-0.19626390351407436,-0.3429767401683147,0.0,47.0,0.0,0.0,0.0,0.0,0.0,25.0,120.0,39.0,0.0,0.0,0.0,1.0,36.0,16,2006,3,16,1.9,0.5,0,0,0,3,16,8,2.0,2,0,2,3.83,16,2006,0.5,0,0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
